;property_type;state;region;lat;lon;area_m2;price_brl
11652;house;S‹o Paulo;Southeast;-2.358.206;-4.673.457;145;778539.59
11653;apartment;S‹o Paulo;Southeast;-23.624.269;-46.729.195;200;798502.15
11654;apartment;S‹o Paulo;Southeast;-23.639.034;-46.634.007;63;399251.07
11655;apartment;S‹o Paulo;Southeast;-23.624.739;-467.411;;339363.39
11656;house;S‹o Paulo;Southeast;-23.662.119;-4.662.075;222;389269.77
11657;apartment;S‹o Paulo;Southeast;-23.632.181;-46.622.372;68;499063.83
11658;apartment;S‹o Paulo;Southeast;-23.502.432;-4.746.999;86;429194.89
11659;apartment;S‹o Paulo;Southeast;-23.093.117;-4.695.137;;329382.13
11660;apartment;S‹o Paulo;Southeast;-23.544.411;-46.609.154;63;469120.01
11661;house;S‹o Paulo;Southeast;-204.344.492;-508.270.792;180;269494.46
11662;apartment;S‹o Paulo;Southeast;-23.625.423;-46.743.633;73;408234.21
11663;apartment;S‹o Paulo;Southeast;-23.610.086;-4.670.813;110;598876.59
11664;apartment;S‹o Paulo;Southeast;-235.554.517;-466.203.975;64;399251.07
11665;apartment;S‹o Paulo;Southeast;-23.599.966;-46.735.607;67;500261.58
11666;apartment;S‹o Paulo;Southeast;-23.520.311;-46.669.624;70;557296.62
11667;apartment;S‹o Paulo;Southeast;-23.543.524;-46.527.534;66;337367.15
11668;apartment;S‹o Paulo;Southeast;-235.350.089;-466.713.817;100;958202.55
11669;apartment;S‹o Paulo;Southeast;-2.366.729;-46.548.763;60;309419.57
11670;apartment;S‹o Paulo;Southeast;-2.359.033;-46.670.792;103;1522144.71
11671;house;S‹o Paulo;Southeast;-236.090.407;-466.435.483;220;833436.61
11672;apartment;S‹o Paulo;Southeast;-235.298.347;-466.627.694;58;618839.15
11673;house;S‹o Paulo;Southeast;-22.730.036;-47.669.659;177;379288.51
11674;apartment;S‹o Paulo;Southeast;-20.809.299;-49.394.512;97;299438.28
11675;apartment;S‹o Paulo;Southeast;-23.537.399;-46.549.431;68;429194.89
11676;apartment;S‹o Paulo;Southeast;-23.950.533;-46.334.438;65;289457.01
11677;house;S‹o Paulo;Southeast;-23.560.678;-46.545.956;240;848408.53
11678;apartment;S‹o Paulo;Southeast;-23.580.835;-46.763.126;58;340361.52
11679;apartment;S‹o Paulo;Southeast;-236.165.891;-467.313.781;;504797.64
11680;apartment;S‹o Paulo;Southeast;-23.558.406;-46.619.239;59;440174.28
11681;apartment;S‹o Paulo;Southeast;-23.570.522;-46.656.338;;948221.29
11682;apartment;S‹o Paulo;Southeast;-23.947.716;-4.635.527;58;269494.46
11683;apartment;S‹o Paulo;Southeast;-24.018.347;-46.460.938;75;389269.77
11684;apartment;S‹o Paulo;Southeast;-23.710.909;-46.547.562;;707173.45
11685;apartment;S‹o Paulo;Southeast;-235.341.453;-474.735.349;92;483293.42
11686;apartment;S‹o Paulo;Southeast;-235.194.014;-474.574.893;105;379288.51
11687;apartment;S‹o Paulo;Southeast;-23.604.418;-46.656.189;110;1295569.74
11688;apartment;S‹o Paulo;Southeast;-23.581.337;-46.673.054;105;1097940.43
11689;house;S‹o Paulo;Southeast;-230.517.767;-469.665.205;150;798502.15
11690;house;S‹o Paulo;Southeast;-24.086.033;-46.864.044;81;299438.28
11691;apartment;S‹o Paulo;Southeast;-23.958.986;-4.633.009;70;319400.84
11692;apartment;S‹o Paulo;Southeast;-23.621.498;-46.527.779;78;519026.39
11693;apartment;S‹o Paulo;Southeast;-23.552.966;-46.689.679;120;1211514.4
11694;apartment;S‹o Paulo;Southeast;-23.598.103;-46.637.959;53;618839.15
11695;house;S‹o Paulo;Southeast;-23.515.247;-46.505.562;198;648782.97
11696;apartment;S‹o Paulo;Southeast;-23.098.573;-47.191.248;84;449157.45
11697;apartment;S‹o Paulo;Southeast;-23.977.217;-46.306.648;110;529007.65
11698;apartment;S‹o Paulo;Southeast;-24.018.347;-46.460.938;112;373299.74
11699;apartment;S‹o Paulo;Southeast;-24.018.347;-46.460.938;;304428.93
11700;house;S‹o Paulo;Southeast;-23.501.728;-46.474.174;90;409232.33
11701;house;S‹o Paulo;Southeast;-2.365.514;-4.665.126;68;379288.51
11702;apartment;S‹o Paulo;Southeast;-23.536.914;-46.594.091;76;350278.36
11703;apartment;S‹o Paulo;Southeast;-22.030.094;-47.899.563;;519026.39
11704;apartment;S‹o Paulo;Southeast;-23.486.256;-46.541.538;;1597004.3
11705;house;S‹o Paulo;Southeast;-23.527.224;-47.474.831;123;497067.58
11706;apartment;S‹o Paulo;Southeast;-240.282;-46.475.365;69;449157.45
11707;house;S‹o Paulo;Southeast;-23.225.891;-45.920.609;100;529007.65
11708;house;S‹o Paulo;Southeast;-23.204.288;-45.955.667;186;908635.8
11709;apartment;S‹o Paulo;Southeast;-23.495.399;-47.441.685;76;373550.26
11710;apartment;S‹o Paulo;Southeast;-23.537.249;-46.679.962;70;718651.91
11711;apartment;S‹o Paulo;Southeast;-23.713.522;-46.702.301;180;748595.73
11712;apartment;S‹o Paulo;Southeast;-23.534.769;-46.666.309;133;1107921.72
11713;apartment;S‹o Paulo;Southeast;-23.628.892;-46.691.087;105;718651.91
11714;house;S‹o Paulo;Southeast;-23.596.558;-46.483.543;70;294447.66
11715;apartment;S‹o Paulo;Southeast;-23.651.791;-46.721.874;160;1008108.96
11716;apartment;S‹o Paulo;Southeast;-23.577.931;-466.016.381;86;648782.97
11717;apartment;S‹o Paulo;Southeast;-2.356.514;-46.680.183;;1587023
11718;apartment;S‹o Paulo;Southeast;-23.632.271;-46.697.971;75;583904.68
11719;apartment;S‹o Paulo;Southeast;-235.565.881;-466.593.932;149;984355.45
11720;apartment;S‹o Paulo;Southeast;-2.360.679;-466.547;77;798502.15
11721;apartment;S‹o Paulo;Southeast;-23.574.972;-46.613.449;91;837964.14
11722;apartment;S‹o Paulo;Southeast;-2.359.416;-46.624.229;65;806666.67
11723;apartment;S‹o Paulo;Southeast;-22.925.243;-45.455.925;68;242041.96
11724;apartment;S‹o Paulo;Southeast;-236.252.811;-467.390.321;68;429078.02
11725;apartment;S‹o Paulo;Southeast;-23.616.261;-46.688.644;92;648782.97
11726;apartment;S‹o Paulo;Southeast;-23.689.417;-46.543.945;135;798502.15
11727;apartment;S‹o Paulo;Southeast;-234.723.827;-466.373.093;176;1197753.22
11728;house;S‹o Paulo;Southeast;-23.587.595;-46.768.907;;359325.95
11729;apartment;S‹o Paulo;Southeast;-22.918.339;-47.067.581;62;373550.26
11730;apartment;S‹o Paulo;Southeast;-23.644.413;-46.537.045;116;848408.53
11731;apartment;S‹o Paulo;Southeast;-235.633.418;-465.574.161;;903305.55
11732;house;S‹o Paulo;Southeast;-23.079.184;-47.192.245;247;996630.47
11733;house;S‹o Paulo;Southeast;-22.948.511;-47.054.596;69;343262.39
11734;house;S‹o Paulo;Southeast;-229.702.933;-469.978.148;220;848408.53
11735;house;S‹o Paulo;Southeast;-236.098;-46.629.162;220;1187771.93
11736;apartment;S‹o Paulo;Southeast;-22.906.994;-47.060.371;67;429194.89
11737;apartment;S‹o Paulo;Southeast;-23.956.446;-46.348.309;71;275083.98
11738;apartment;S‹o Paulo;Southeast;-23.551.121;-46.601.669;76;563942.12
11739;apartment;S‹o Paulo;Southeast;-23.690.631;-465.467.096;93;439176.16
11740;house;S‹o Paulo;Southeast;-23.452.541;-47.493.183;153;529007.65
11741;apartment;S‹o Paulo;Southeast;-2.396.489;-46.344.273;64;481097.52
11742;apartment;S‹o Paulo;Southeast;-23.568.289;-46.627.129;134;1487210.24
11743;apartment;S‹o Paulo;Southeast;-20.797.485;-49.383.087;101;279475.72
11744;house;S‹o Paulo;Southeast;-23.534.639;-46.528.893;140;496069.43
11745;house;S‹o Paulo;Southeast;-23.576.685;-46.579.865;240;969211.52
11746;house;S‹o Paulo;Southeast;-22.958.332;-47.051.113;108;469120.01
11747;apartment;S‹o Paulo;Southeast;-235.753.225;-466.440.042;100;848408.53
11748;apartment;S‹o Paulo;Southeast;-2.356.473;-46.582.493;66;499063.83
11749;apartment;S‹o Paulo;Southeast;-235.237.868;-467.000.144;133;1347472.36
11750;apartment;S‹o Paulo;Southeast;-23.604.888;-46.667.478;75;756580.78
11751;apartment;S‹o Paulo;Southeast;-23.573.408;-46.659.579;107;898314.91
11752;house;S‹o Paulo;Southeast;-23.536.734;-46.676.868;120;796505.87
11753;house;S‹o Paulo;Southeast;-235.015.299;-474.525.603;135;598876.59
11754;apartment;S‹o Paulo;Southeast;-23.556.789;-46.750.874;;578914.03
11755;apartment;S‹o Paulo;Southeast;-23.195.726;-45.908.722;76;329382.13
11756;apartment;S‹o Paulo;Southeast;-23.534.512;-4.666.856;84;848408.53
11757;house;S‹o Paulo;Southeast;-23.688.326;-46.677.414;90;543979.56
11758;apartment;S‹o Paulo;Southeast;-23.564.322;-46.594.784;150;793511.5
11759;apartment;S‹o Paulo;Southeast;-23.620.558;-46.634.155;72;618839.15
11760;apartment;S‹o Paulo;Southeast;-23.598.036;-46.740.067;76;479101.27
11761;apartment;S‹o Paulo;Southeast;-23.634.621;-46.732.117;173;1332665.85
11762;house;S‹o Paulo;Southeast;-236.525;-46.541.336;196;1097940.43
11763;apartment;S‹o Paulo;Southeast;-23.558.405;-46.575.027;140;1247659.6
11764;apartment;S‹o Paulo;Southeast;-23.514.317;-46.688.271;;494701.71
11765;apartment;S‹o Paulo;Southeast;-23.554.242;-46.691.905;54;698689.35
11766;apartment;S‹o Paulo;Southeast;-236.742.228;-465.436.003;53;336195.25
11767;apartment;S‹o Paulo;Southeast;-23.602.621;-46.620.579;67;479101.27
11768;apartment;S‹o Paulo;Southeast;-23.633.247;-46.714.527;72;648782.97
11769;house;S‹o Paulo;Southeast;-23.526.487;-46.523.563;65;339363.39
11770;apartment;S‹o Paulo;Southeast;-23.535.479;-46.685.623;121;1397378.74
11771;house;S‹o Paulo;Southeast;-2.365.343;-4.669.771;130;978165.11
11772;apartment;S‹o Paulo;Southeast;-23.619.864;-46.740.257;238;1377416.18
11773;apartment;S‹o Paulo;Southeast;-235.415.825;-466.943.082;82;798502.15
11774;apartment;S‹o Paulo;Southeast;-23.454.121;-46.565.624;155;668745.53
11775;apartment;S‹o Paulo;Southeast;-23.983.934;-46.204.876;80;319400.84
11776;apartment;S‹o Paulo;Southeast;-235.325.762;-467.314.568;;1247659.6
11777;apartment;S‹o Paulo;Southeast;-235.345.922;-465.650.336;110;1028071.49
11778;apartment;S‹o Paulo;Southeast;-23.662.395;-46.535.381;120;718651.91
11779;apartment;S‹o Paulo;Southeast;-23.620.308;-46.668.865;100;1177790.66
11780;house;S‹o Paulo;Southeast;-22.956.436;-47.007.236;170;698689.35
11781;apartment;S‹o Paulo;Southeast;-23.550.215;-46.539.185;212;998127.67
11782;apartment;S‹o Paulo;Southeast;-23.534.035;-46.574.661;93;848408.53
11783;apartment;S‹o Paulo;Southeast;-23.548.098;-46.546.806;63;329382.13
11784;apartment;S‹o Paulo;Southeast;-23.568.033;-46.630.413;;723642.56
11785;house;S‹o Paulo;Southeast;-23.672.409;-46.589.119;116;379288.51
11786;apartment;S‹o Paulo;Southeast;-23.607.359;-46.671.772;115;1265625.88
11787;house;S‹o Paulo;Southeast;-227.544.649;-476.284.117;125;294447.66
11788;apartment;S‹o Paulo;Southeast;-235.427.088;-46.687.674;105;848408.53
11789;house;S‹o Paulo;Southeast;-23.684.517;-46.536.724;;533998.3
11790;house;S‹o Paulo;Southeast;-23.613.077;-46.675.804;;429194.89
11791;apartment;S‹o Paulo;Southeast;-228.531.212;-470.487.639;95;748595.73
11792;apartment;S‹o Paulo;Southeast;-235.461.798;-468.289.047;;379288.51
11793;apartment;S‹o Paulo;Southeast;-24.014.891;-46.442.707;103;264503.81
11794;apartment;S‹o Paulo;Southeast;-235.564.638;-46.542.207;78;548970.21
11795;apartment;S‹o Paulo;Southeast;-24.010.839;-46.422.153;188;529007.65
11796;apartment;S‹o Paulo;Southeast;-23.959.721;-46.333.176;153;948221.29
11797;apartment;S‹o Paulo;Southeast;-22.818.748;-47.014.736;137;923779.73
11798;apartment;S‹o Paulo;Southeast;-23.603.079;-46.684.387;140;1185775.68
11799;apartment;S‹o Paulo;Southeast;-2.362.447;-4.673.237;96;454317.88
11800;apartment;S‹o Paulo;Southeast;-2.361.338;-46.725.891;90;329382.13
11801;apartment;S‹o Paulo;Southeast;-23.607.359;-46.671.772;90;898314.91
11802;apartment;S‹o Paulo;Southeast;-23.531.706;-46.690.074;86;798502.15
11803;apartment;S‹o Paulo;Southeast;-24.018.709;-46.442.843;86;449157.45
11804;house;S‹o Paulo;Southeast;-23.609.781;-46.506.878;221;449157.45
11805;apartment;S‹o Paulo;Southeast;-23.530.493;-46.690.762;57;479101.27
11806;house;S‹o Paulo;Southeast;-228.788.023;-470.279.014;190;499063.83
11807;apartment;S‹o Paulo;Southeast;-2.358.102;-46.617.378;124;1265669.8
11808;apartment;S‹o Paulo;Southeast;-23.624.739;-467.411;197;1277603.42
11809;apartment;S‹o Paulo;Southeast;-23.533.405;-46.683.033;136;1347472.36
11810;house;S‹o Paulo;Southeast;-23.648.643;-4.654.393;127;548970.21
11811;apartment;S‹o Paulo;Southeast;-2.356.036.813;-4.667.653.667;107;918277.46
11812;apartment;S‹o Paulo;Southeast;-2.362.327;-4.673.952;;513037.62
11813;apartment;S‹o Paulo;Southeast;-23.506.439;-46.596.416;77;588895.33
11814;apartment;S‹o Paulo;Southeast;-236.264.858;-467.306.786;220;1137865.54
11815;apartment;S‹o Paulo;Southeast;-23.529.084;-466.909.913;;489082.54
11816;house;S‹o Paulo;Southeast;-23.590.635;-46.547.153;169;585565.3
11817;apartment;S‹o Paulo;Southeast;-23.647.219;-46.667.824;150;1097940.43
11818;apartment;S‹o Paulo;Southeast;-2.398.893;-46.300.404;132;902307.4
11819;apartment;S‹o Paulo;Southeast;-23.563.509;-466.222.956;98;648782.97
11820;apartment;S‹o Paulo;Southeast;-23.561.136;-46.595.383;65;379288.51
11821;house;S‹o Paulo;Southeast;-236.230.954;-46.758.665;120;307926.56
11822;apartment;S‹o Paulo;Southeast;-23.562.002;-46.601.982;66;479101.27
11823;apartment;S‹o Paulo;Southeast;-23.618.017;-46.677.509;130;1377416.18
11824;apartment;S‹o Paulo;Southeast;-23.620.615;-46.695.332;63;698689.35
11825;apartment;S‹o Paulo;Southeast;-23.565.571;-46.659.523;155;1297565.98
11826;house;S‹o Paulo;Southeast;-23.613.285;-46.472.969;200;349344.66
11827;apartment;S‹o Paulo;Southeast;-23.654.257;-46.607.697;60;309419.57
11828;apartment;S‹o Paulo;Southeast;-237.216;-465.658;60;254522.54
11829;apartment;S‹o Paulo;Southeast;-23.597.462;-46.723.377;138;474509.81
11830;house;S‹o Paulo;Southeast;-23.544.276;-474.832.873;236;798502.15
11831;apartment;S‹o Paulo;Southeast;-228.982.192;-470.699.092;115;598876.59
11832;apartment;S‹o Paulo;Southeast;-23.621.426;-46.677.151;70;693698.74
11833;apartment;S‹o Paulo;Southeast;-23.612.902;-46.658.768;120;1347472.36
11834;apartment;S‹o Paulo;Southeast;-235.814;-46.677.864;101;1247659.6
11835;apartment;S‹o Paulo;Southeast;-23.652.252;-4.657.225;72;279475.72
11836;apartment;S‹o Paulo;Southeast;-23.553.253;-46.758.854;115;833436.61
11837;apartment;S‹o Paulo;Southeast;-235.530.968;-465.546.954;196;1247659.6
11838;apartment;S‹o Paulo;Southeast;-23.577.981;-465.396.603;57;319400.84
11839;house;S‹o Paulo;Southeast;-23.569.483;-46.505.638;156;379288.51
11840;apartment;S‹o Paulo;Southeast;-23.640.903;-4.653.793;62;329382.13
11841;house;S‹o Paulo;Southeast;-23.563.875;-46.519.569;180;638801.71
11842;apartment;S‹o Paulo;Southeast;-23.624.355;-46.738.796;87;626824.17
11843;apartment;S‹o Paulo;Southeast;-23.027.042;-45.570.019;148;383646.22
11844;apartment;S‹o Paulo;Southeast;-23.624.546;-46.731.777;58;384279.13
11845;apartment;S‹o Paulo;Southeast;-235.870.992;-466.267.548;85;848408.53
11846;apartment;S‹o Paulo;Southeast;-23.619.604;-46.678.986;130;1345476.12
11847;apartment;S‹o Paulo;Southeast;-23.535.778;-47.476.013;67;310417.7
11848;house;S‹o Paulo;Southeast;-235.724.399;-465.848.465;200;693698.74
11849;apartment;S‹o Paulo;Southeast;-23.563.778;-46.583.752;105;928258.73
11850;apartment;S‹o Paulo;Southeast;-23.626.743;-46.607.624;;381284.76
11851;house;S‹o Paulo;Southeast;-23.596.708;-46.826.134;190;548970.21
11852;house;S‹o Paulo;Southeast;-236.564.544;-466.726.562;100;529007.65
11853;apartment;S‹o Paulo;Southeast;-23.964.056;-46.330.742;57;379188.68
11854;apartment;S‹o Paulo;Southeast;-23.584.982;-46.740.524;57;329382.13
11855;apartment;S‹o Paulo;Southeast;-23.582.354;-46.552.593;61;349344.66
11856;house;S‹o Paulo;Southeast;-22.775.873;-47.638.138;;249531.9
11857;apartment;S‹o Paulo;Southeast;-23.608.305;-46.656.113;77;798502.15
11858;apartment;S‹o Paulo;Southeast;-2.353.418.114;-4.666.928.943;131;1147846.81
11859;house;S‹o Paulo;Southeast;-23.597.332;-46.568.306;140;590613.26
11860;apartment;S‹o Paulo;Southeast;-23.561.405;-46.667.515;190;1397378.74
11861;apartment;S‹o Paulo;Southeast;-23.454.121;-46.565.624;121;384279.13
11862;apartment;S‹o Paulo;Southeast;-23.976.916;-46.298.293;65;394260.42
11863;apartment;S‹o Paulo;Southeast;-23.608.351;-46.734.959;178;998127.67
11864;apartment;S‹o Paulo;Southeast;-23.599.375;-46.570.553;59;329382.13
11865;apartment;S‹o Paulo;Southeast;-23.637.512;-46.668.407;61;359325.95
11866;apartment;S‹o Paulo;Southeast;-23.557.585;-46.529.926;;409232.33
11867;apartment;S‹o Paulo;Southeast;-22.940.828;-47.060.734;56;314410.19
11868;apartment;S‹o Paulo;Southeast;-23.608.524;-46.570.446;62;349344.66
11869;house;S‹o Paulo;Southeast;-23.694.738;-46.531.906;170;529007.65
11870;apartment;S‹o Paulo;Southeast;-24.010.628;-46.426.811;100;438158.07
11871;apartment;S‹o Paulo;Southeast;-23.036.436;-45.562.695;126;505130.81
11872;apartment;S‹o Paulo;Southeast;-23.612.181;-46.736.122;115;678726.79
11873;apartment;S‹o Paulo;Southeast;-236.742.228;-465.436.003;75;333166.46
11874;apartment;S‹o Paulo;Southeast;-236.294;-46.665.791;123;1247659.6
11875;apartment;S‹o Paulo;Southeast;-2.361.895;-46.741.112;213;1197753.22
11876;apartment;S‹o Paulo;Southeast;-235.794.906;-46.634.599;110;598876.59
11877;apartment;S‹o Paulo;Southeast;-236.391.875;-467.193.144;;828445.97
11878;apartment;S‹o Paulo;Southeast;-23.532.393;-46.705.193;66;748595.73
11879;house;S‹o Paulo;Southeast;-23.675.453;-46.545.868;142;499063.83
11880;apartment;S‹o Paulo;Southeast;-235.992.099;-4.666.634;;1615352.55
11881;house;S‹o Paulo;Southeast;-227.148.295;-476.671.272;121;529007.65
11882;apartment;S‹o Paulo;Southeast;-23.561.846;-46.682.735;107;1297565.98
11883;apartment;S‹o Paulo;Southeast;-23.775.602;-46.037.251;58;317404.59
11884;apartment;S‹o Paulo;Southeast;-23.600.502;-46.688.545;;1297565.98
11885;house;S‹o Paulo;Southeast;-2.351.823;-4.653.363;225;469120.01
11886;apartment;S‹o Paulo;Southeast;-23.586.575;-4.671.822;118;1497191.5
11887;apartment;S‹o Paulo;Southeast;-23.608.879;-46.685.997;208;1397378.74
11888;apartment;S‹o Paulo;Southeast;-22.435.684;-46.959.021;115;659944.74
11889;apartment;S‹o Paulo;Southeast;-20.799.829;-49.393.166;65;262507.56
11890;apartment;S‹o Paulo;Southeast;-235.776.863;-466.355.709;83;429194.89
11891;house;S‹o Paulo;Southeast;-23.476.536;-47.485.825;236;686524.82
11892;apartment;S‹o Paulo;Southeast;-2.360.632;-4.673.709;86;434125.98
11893;house;S‹o Paulo;Southeast;-23.623.819;-4.663.409;150;728633.21
11894;apartment;S‹o Paulo;Southeast;-23.576.523;-466.444.992;150;1097940.43
11895;house;S‹o Paulo;Southeast;-2.353.327;-46.581.661;;638801.71
11896;house;S‹o Paulo;Southeast;-23.511.135;-46.526.783;;268496.33
11897;apartment;S‹o Paulo;Southeast;-23.603.638;-46.657.146;70;1097940.43
11898;house;S‹o Paulo;Southeast;-23.672.338;-46.682.877;100;519026.39
11899;apartment;S‹o Paulo;Southeast;-23.537.327;-4.658.791;59;445164.93
11900;apartment;S‹o Paulo;Southeast;-236.238;-46.725.765;67;309419.57
11901;house;S‹o Paulo;Southeast;-23.535.778;-47.476.013;217;1048034.05
11902;house;S‹o Paulo;Southeast;-23.529.772;-46.447.556;130;339363.39
11903;house;S‹o Paulo;Southeast;-23.531.769;-46.516.464;125;509045.09
11904;house;S‹o Paulo;Southeast;-236.099.213;-466.889.715;150;1191322.5
11905;house;S‹o Paulo;Southeast;-23.556.309;-46.540.298;124;748595.73
11906;apartment;S‹o Paulo;Southeast;-240.236.151;-464.581.815;100;279475.72
11907;house;S‹o Paulo;Southeast;-23.642.342;-46.526.363;147;578914.03
11908;apartment;S‹o Paulo;Southeast;-23.607.573;-46.629.841;;778734.8
11909;house;S‹o Paulo;Southeast;-23.713.828;-465.894.087;145;404241.69
11910;apartment;S‹o Paulo;Southeast;-2.360.779;-4.663.233;140;1337491.1
11911;apartment;S‹o Paulo;Southeast;-23.527.826;-46.663.685;74;808483.41
11912;house;S‹o Paulo;Southeast;-23.194.979;-46.887.932;98;449157.45
11913;apartment;S‹o Paulo;Southeast;-23.565.081;-46.475.544;68;319400.84
11914;apartment;S‹o Paulo;Southeast;-2.362.386;-4.673.508;;1110554.87
11915;house;S‹o Paulo;Southeast;-234.837.727;-466.260.979;;449157.45
11916;apartment;S‹o Paulo;Southeast;-23.485.147;-46.719.219;100;757196.48
11917;apartment;S‹o Paulo;Southeast;-23.982.021;-46.235.798;70;292782.63
11918;apartment;S‹o Paulo;Southeast;-23.700.342;-46.540.524;67;248533.77
11919;apartment;S‹o Paulo;Southeast;-23.458.763;-46.558.399;78;299438.28
11920;apartment;S‹o Paulo;Southeast;-23.541.229;-46.556.435;65;419213.6
11921;apartment;S‹o Paulo;Southeast;-235.879;-46.742.569;122;828445.97
11922;apartment;S‹o Paulo;Southeast;-23.693.823;-46.695.644;55;379288.51
11923;apartment;S‹o Paulo;Southeast;-23.600.182;-46.667.412;75;678726.79
11924;apartment;S‹o Paulo;Southeast;-23.219.511;-45.906.334;71;419213.6
11925;apartment;S‹o Paulo;Southeast;-24.018.347;-46.460.938;114;479101.27
11926;apartment;S‹o Paulo;Southeast;-236.004.009;-466.481.285;76;1413433.48
11927;house;S‹o Paulo;Southeast;-23.534.389;-47.500.546;120;279475.72
11928;apartment;S‹o Paulo;Southeast;-239.504.633;-463.319.955;89;379288.51
11929;apartment;S‹o Paulo;Southeast;-23.597.925;-46.634.621;95;768558.29
11930;apartment;S‹o Paulo;Southeast;-23.596.468;-46.647.568;104;1387397.48
11931;apartment;S‹o Paulo;Southeast;-23.537.661;-46.675.007;62;648782.97
11932;house;S‹o Paulo;Southeast;-23.230.818;-45.895.203;190;529007.65
11933;apartment;S‹o Paulo;Southeast;-236.115.703;-466.766.771;80;698689.35
11934;apartment;S‹o Paulo;Southeast;-23.595.934;-46.678.391;56;531003.9
11935;apartment;S‹o Paulo;Southeast;-23.636.429;-46.576.748;65;459138.71
11936;apartment;S‹o Paulo;Southeast;-235.732;-46.659.122;128;1231706.3
11937;apartment;S‹o Paulo;Southeast;-23.634.653;-4.672.451;114;968183.85
11938;apartment;S‹o Paulo;Southeast;-22.911.234;-47.048.229;68;299438.28
11939;house;S‹o Paulo;Southeast;-22.956.436;-47.007.236;153;479101.27
11940;apartment;S‹o Paulo;Southeast;-23.606.968;-46.630.673;58;548970.21
11941;apartment;S‹o Paulo;Southeast;-23.955.173;-46.336.082;164;578914.03
11942;house;S‹o Paulo;Southeast;-23.531.193;-46.481.571;109;409232.33
11943;apartment;S‹o Paulo;Southeast;-23.595.692;-46.718.212;176;588895.33
11944;apartment;S‹o Paulo;Southeast;-235.350.326;-467.331.997;68;562944
11945;house;S‹o Paulo;Southeast;-231.843.764;-469.615.291;200;499063.83
11946;apartment;S‹o Paulo;Southeast;-23.989.014;-46.301.895;186;1147846.81
11947;apartment;S‹o Paulo;Southeast;-23.634.621;-46.732.117;96;708670.65
11948;house;S‹o Paulo;Southeast;-23.527.519;-46.496.483;120;499063.83
11949;apartment;S‹o Paulo;Southeast;-24.010.521;-46.398.472;71;349344.66
11950;apartment;S‹o Paulo;Southeast;-2.354.091.592;-4.656.588.143;85;698689.35
11951;apartment;S‹o Paulo;Southeast;-2.362.314;-4.673.561;246;1097940.43
11952;house;S‹o Paulo;Southeast;-23.684.517;-46.536.724;;618839.15
11953;house;S‹o Paulo;Southeast;-23.495.031;-4.668.256;100;497496.8
11954;apartment;S‹o Paulo;Southeast;-23.619.736;-46.670.715;70;498065.71
11955;apartment;S‹o Paulo;Southeast;-23.724.492;-465.345.481;;494701.71
11956;apartment;S‹o Paulo;Southeast;-235.612.902;-465.953.549;63;399251.07
11957;apartment;S‹o Paulo;Southeast;-2.355.998;-46.585.026;96;793511.5
11958;house;S‹o Paulo;Southeast;-235.590.882;-465.398.752;;1597004.3
11959;house;S‹o Paulo;Southeast;-20.823.393;-49.388.165;135;419213.6
11960;house;S‹o Paulo;Southeast;-23.532.949;-46.493.382;90;359325.95
11961;apartment;S‹o Paulo;Southeast;-23.734.369;-46.559.704;68;264503.81
11962;apartment;S‹o Paulo;Southeast;-23.646.664;-46.663.704;156;1447285.12
11963;apartment;S‹o Paulo;Southeast;-23.608.789;-46.681.473;86;858389.79
11964;apartment;S‹o Paulo;Southeast;-23.573.524;-46.646.123;168;1597004.3
11965;apartment;S‹o Paulo;Southeast;-23.621.147;-46.694.641;124;1347472.36
11966;apartment;S‹o Paulo;Southeast;-23.212.086;-45.906.799;194;1447285.12
11967;apartment;S‹o Paulo;Southeast;-23.955.107;-463.410.104;100;519026.39
11968;apartment;S‹o Paulo;Southeast;-236.111.908;-467.328.491;103;786524.6
11969;apartment;S‹o Paulo;Southeast;-2.361.512;-46.685.693;68;948221.29
11970;apartment;S‹o Paulo;Southeast;-2.355.751;-46.674.999;89;848408.53
11971;apartment;S‹o Paulo;Southeast;-23.955.173;-46.336.082;110;678968.35
11972;apartment;S‹o Paulo;Southeast;-23.964.325;-46.321.697;98;499063.83
11973;house;S‹o Paulo;Southeast;-234.837.097;-46.646.766;100;489082.54
11974;apartment;S‹o Paulo;Southeast;-23.555.055;-4.656.637;;1097940.43
11975;house;S‹o Paulo;Southeast;-236.069.616;-467.756.175;221;568932.77
11976;apartment;S‹o Paulo;Southeast;-2.359.244;-4.667.335;62;868371.08
11977;apartment;S‹o Paulo;Southeast;-2.357.638;-4.667.052;143;1615352.55
11978;apartment;S‹o Paulo;Southeast;-23.683.254;-46.533.287;60;341359.64
11979;apartment;S‹o Paulo;Southeast;-23.978.559;-46.370.266;130;479101.27
11980;apartment;S‹o Paulo;Southeast;-235.293.924;-466.022.152;72;339363.39
11981;apartment;S‹o Paulo;Southeast;-235.544.966;-465.598.238;136;798502.15
11982;apartment;S‹o Paulo;Southeast;-23.641.373;-46.563.217;;434185.54
11983;house;S‹o Paulo;Southeast;-22.888.786;-4.705.381;200;1497191.5
11984;apartment;S‹o Paulo;Southeast;-236.422.825;-46.643.631;63;434125.98
11985;apartment;S‹o Paulo;Southeast;-23.531.226;-46.696.959;204;1397378.74
11986;apartment;S‹o Paulo;Southeast;-23.214.533;-46.874.687;98;449157.45
11987;apartment;S‹o Paulo;Southeast;-23.562.618;-46.688.957;;878347.93
